"","YEAR","MONTH","MONTH_NAME","PRDUCT","PRODUCT_NAME","PRICE","IVA_TAX","ACCISA_TAX","NET PRICE","DATE"
"161",2009,5,"Maggio",1,"Benzina",1224.56,204.09,564,456.47,2009-05-01
"162",2009,6,"Giugno",1,"Benzina",1294.84,215.8,564,515.03,2009-06-01
"163",2009,7,"Luglio",1,"Benzina",1270.52,211.75,564,494.77,2009-07-01
"164",2009,8,"Agosto",1,"Benzina",1295.63,215.94,564,515.69,2009-08-01
"165",2009,9,"Settembre",1,"Benzina",1271.35,211.89,564,495.46,2009-09-01
"166",2009,10,"Ottobre",1,"Benzina",1256.37,209.39,564,482.98,2009-10-01
"167",2009,11,"Novembre",1,"Benzina",1289.44,214.9,564,510.54,2009-11-01
"168",2009,12,"Dicembre",1,"Benzina",1273.66,212.28,564,497.38,2009-12-01
"169",2010,1,"Gennaio",1,"Benzina",1305.08,217.51,564,523.57,2010-01-01
"170",2010,2,"Febbraio",1,"Benzina",1312.88,218.82,564,530.06,2010-02-01
"171",2010,3,"Marzo",1,"Benzina",1358.36,226.39,564,567.97,2010-03-01
"172",2010,4,"Aprile",1,"Benzina",1386.46,231.08,564,591.39,2010-04-01
"173",2010,5,"Maggio",1,"Benzina",1391.58,231.93,564,595.65,2010-05-01
"174",2010,6,"Giugno",1,"Benzina",1377.42,229.57,564,583.85,2010-06-01
"175",2010,7,"Luglio",1,"Benzina",1371.76,228.63,564,579.13,2010-07-01
"176",2010,8,"Agosto",1,"Benzina",1362.67,227.11,564,571.55,2010-08-01
"177",2010,9,"Settembre",1,"Benzina",1355.34,225.89,564,565.45,2010-09-01
"178",2010,10,"Ottobre",1,"Benzina",1351.82,225.3,564,562.52,2010-10-01
"179",2010,11,"Novembre",1,"Benzina",1369.93,228.32,564,577.61,2010-11-01
"180",2010,12,"Dicembre",1,"Benzina",1411.52,235.25,564,612.26,2010-12-01
"181",2011,1,"Gennaio",1,"Benzina",1452.56,242.09,564,646.47,2011-01-01
"182",2011,2,"Febbraio",1,"Benzina",1469.63,244.94,564,660.69,2011-02-01
"183",2011,3,"Marzo",1,"Benzina",1523.15,253.86,564,705.3,2011-03-01
"184",2011,4,"Aprile",1,"Benzina",1542.19,257.03,568.87,716.3,2011-04-01
"185",2011,5,"Maggio",1,"Benzina",1548.69,258.12,571.3,719.28,2011-05-01
"186",2011,6,"Giugno",1,"Benzina",1529.36,254.89,571.3,703.17,2011-06-01
"187",2011,7,"Luglio",1,"Benzina",1576.16,262.69,613.2,700.27,2011-07-01
"188",2011,8,"Agosto",1,"Benzina",1586.02,264.34,613.2,708.48,2011-08-01
"189",2011,9,"Settembre",1,"Benzina",1589.69,269.37,613.2,707.12,2011-09-01
"190",2011,10,"Ottobre",1,"Benzina",1592.27,276.35,613.2,702.73,2011-10-01
"191",2011,11,"Novembre",1,"Benzina",1591.67,276.24,622.1,693.33,2011-11-01
"192",2011,12,"Dicembre",1,"Benzina",1655.16,287.26,688.31,679.59,2011-12-01
"193",2012,1,"Gennaio",1,"Benzina",1700.9,295.2,704.2,701.5,2012-01-01
"194",2012,2,"Febbraio",1,"Benzina",1737.8,301.6,704.2,732,2012-02-01
"195",2012,3,"Marzo",1,"Benzina",1799.67,312.34,704.2,783.13,2012-03-01
"196",2012,4,"Aprile",1,"Benzina",1850.22,321.11,704.2,824.9,2012-04-01
"197",2012,5,"Maggio",1,"Benzina",1805.77,313.4,704.2,788.17,2012-05-01
"198",2012,6,"Giugno",1,"Benzina",1760.7,305.58,717.53,737.59,2012-06-01
"199",2012,7,"Luglio",1,"Benzina",1750.95,303.88,724.2,722.87,2012-07-01
"200",2012,8,"Agosto",1,"Benzina",1818.26,315.56,725.83,776.87,2012-08-01
"201",2012,9,"Settembre",1,"Benzina",1870.89,324.7,728.4,817.79,2012-09-01
"202",2012,10,"Ottobre",1,"Benzina",1833.91,318.28,728.4,787.23,2012-10-01
"203",2012,11,"Novembre",1,"Benzina",1759.07,305.3,728.4,725.37,2012-11-01
"204",2012,12,"Dicembre",1,"Benzina",1746.45,303.1,728.4,714.95,2012-12-01
"205",2013,1,"Gennaio",1,"Benzina",1749.94,303.71,728.4,717.83,2013-01-01
"206",2013,2,"Febbraio",1,"Benzina",1781,309.1,728.4,743.5,2013-02-01
"207",2013,3,"Marzo",1,"Benzina",1796.91,311.86,728.4,756.65,2013-03-01
"208",2013,4,"Aprile",1,"Benzina",1753.8,304.38,728.4,721.02,2013-04-01
"209",2013,5,"Maggio",1,"Benzina",1716.16,297.85,728.4,689.92,2013-05-01
"210",2013,6,"Giugno",1,"Benzina",1733.76,300.9,728.4,704.46,2013-06-01
"211",2013,7,"Luglio",1,"Benzina",1753.53,304.33,728.4,720.8,2013-07-01
"212",2013,8,"Agosto",1,"Benzina",1767.85,306.82,728.4,732.63,2013-08-01
"213",2013,9,"Settembre",1,"Benzina",1773.23,307.75,728.4,737.08,2013-09-01
"214",2013,10,"Ottobre",1,"Benzina",1728.78,311.75,728.4,688.63,2013-10-01
"215",2013,11,"Novembre",1,"Benzina",1703.56,307.2,728.4,667.96,2013-11-01
"216",2013,12,"Dicembre",1,"Benzina",1727.63,311.54,728.4,687.69,2013-12-01
"217",2014,1,"Gennaio",1,"Benzina",1723.07,310.72,728.4,683.95,2014-01-01
"218",2014,2,"Febbraio",1,"Benzina",1714.05,309.09,728.4,676.56,2014-02-01
"219",2014,3,"Marzo",1,"Benzina",1715.3,309.32,730.8,675.19,2014-03-01
"220",2014,4,"Aprile",1,"Benzina",1725.6,311.17,730.8,683.63,2014-04-01
"221",2014,5,"Maggio",1,"Benzina",1737.53,313.32,730.8,693.4,2014-05-01
"222",2014,6,"Giugno",1,"Benzina",1743.96,314.49,730.8,698.68,2014-06-01
"223",2014,7,"Luglio",1,"Benzina",1761.19,317.59,730.8,712.8,2014-07-01
"224",2014,8,"Agosto",1,"Benzina",1749.73,315.52,730.8,703.4,2014-08-01
"225",2014,9,"Settembre",1,"Benzina",1734.56,312.79,730.8,690.96,2014-09-01
"226",2014,10,"Ottobre",1,"Benzina",1709.22,308.22,730.8,670.2,2014-10-01
"227",2014,11,"Novembre",1,"Benzina",1652.41,297.98,730.8,623.64,2014-11-01
"228",2014,12,"Dicembre",1,"Benzina",1585.65,285.94,730.8,568.91,2014-12-01
"229",2015,1,"Gennaio",1,"Benzina",1472.04,265.45,728.4,478.19,2015-01-01
"230",2015,2,"Febbraio",1,"Benzina",1489.44,268.59,728.4,492.46,2015-02-01
"231",2015,3,"Marzo",1,"Benzina",1565.9,282.38,728.4,555.13,2015-03-01
"232",2015,4,"Aprile",1,"Benzina",1580.63,285.03,728.4,567.2,2015-04-01
"233",2015,5,"Maggio",1,"Benzina",1614.05,291.06,728.4,594.59,2015-05-01
"234",2015,6,"Giugno",1,"Benzina",1622.84,292.64,728.4,601.79,2015-06-01
"235",2015,7,"Luglio",1,"Benzina",1625.46,293.12,728.4,603.94,2015-07-01
"236",2015,8,"Agosto",1,"Benzina",1567.82,282.72,728.4,556.7,2015-08-01
"237",2015,9,"Settembre",1,"Benzina",1494.74,269.54,728.4,496.8,2015-09-01
"238",2015,10,"Ottobre",1,"Benzina",1473.21,265.66,728.4,479.15,2015-10-01
"239",2015,11,"Novembre",1,"Benzina",1457.35,262.8,728.4,466.14,2015-11-01
"240",2015,12,"Dicembre",1,"Benzina",1450.68,261.6,728.4,460.68,2015-12-01
"241",2016,1,"Gennaio",1,"Benzina",1416.05,255.35,728.4,432.3,2016-01-01
"242",2016,2,"Febbraio",1,"Benzina",1378.18,248.53,728.4,401.26,2016-02-01
"243",2016,3,"Marzo",1,"Benzina",1388.15,250.32,728.4,409.43,2016-03-01
"244",2016,4,"Aprile",1,"Benzina",1420.94,256.23,728.4,436.3,2016-04-01
"245",2016,5,"Maggio",1,"Benzina",1452.65,261.96,728.4,462.3,2016-05-01
"246",2016,6,"Giugno",1,"Benzina",1479.16,266.74,728.4,484.02,2016-06-01
"247",2016,7,"Luglio",1,"Benzina",1456.54,262.65,728.4,465.48,2016-07-01
"248",2016,8,"Agosto",1,"Benzina",1433.05,258.42,728.4,446.23,2016-08-01
"249",2016,9,"Settembre",1,"Benzina",1453.71,262.15,728.4,463.17,2016-09-01
"250",2016,10,"Ottobre",1,"Benzina",1473.91,265.79,728.4,479.73,2016-10-01
"251",2016,11,"Novembre",1,"Benzina",1475.43,266.06,728.4,480.97,2016-11-01
"252",2016,12,"Dicembre",1,"Benzina",1495.98,269.76,728.4,497.82,2016-12-01
"253",2017,1,"Gennaio",1,"Benzina",1544.11,278.45,728.4,537.27,2017-01-01
"254",2017,2,"Febbraio",1,"Benzina",1549.83,279.48,728.4,541.95,2017-02-01
"255",2017,3,"Marzo",1,"Benzina",1540.37,277.77,728.4,534.2,2017-03-01
"256",2017,4,"Aprile",1,"Benzina",1551.38,279.76,728.4,543.23,2017-04-01
"257",2017,5,"Maggio",1,"Benzina",1528.5,275.63,728.4,524.47,2017-05-01
"258",2017,6,"Giugno",1,"Benzina",1501.94,270.84,728.4,502.7,2017-06-01
"259",2017,7,"Luglio",1,"Benzina",1490.63,268.8,728.4,493.42,2017-07-01
"260",2017,8,"Agosto",1,"Benzina",1499.93,270.48,728.4,501.05,2017-08-01
"261",2017,9,"Settembre",1,"Benzina",1522.28,274.51,728.4,519.37,2017-09-01
"262",2017,10,"Ottobre",1,"Benzina",1525.06,275.01,728.4,521.65,2017-10-01
"263",2017,11,"Novembre",1,"Benzina",1543.7,278.37,728.4,536.92,2017-11-01
"264",2017,12,"Dicembre",1,"Benzina",1550.04,279.52,728.4,542.12,2017-12-01
"265",2018,1,"Gennaio",1,"Benzina",1568.6,282.86,728.4,557.34,2018-01-01
"266",2018,2,"Febbraio",1,"Benzina",1558.25,281,728.4,548.85,2018-02-01
"267",2018,3,"Marzo",1,"Benzina",1547.96,279.14,728.4,540.43,2018-03-01
"268",2018,4,"Aprile",1,"Benzina",1569.69,283.06,728.4,558.23,2018-04-01
"269",2018,5,"Maggio",1,"Benzina",1621.03,292.32,728.4,600.31,2018-05-01
"270",2018,6,"Giugno",1,"Benzina",1641.66,296.04,728.4,617.22,2018-06-01
"271",2018,7,"Luglio",1,"Benzina",1630.46,294.02,728.4,608.04,2018-07-01
"272",2018,8,"Agosto",1,"Benzina",1629.52,293.85,728.4,607.27,2018-08-01
"273",2018,9,"Settembre",1,"Benzina",1642.2,296.13,728.4,617.67,2018-09-01
"274",2018,10,"Ottobre",1,"Benzina",1658.86,299.14,728.4,631.32,2018-10-01
"275",2018,11,"Novembre",1,"Benzina",1612.9,290.85,728.4,593.65,2018-11-01
"276",2018,12,"Dicembre",1,"Benzina",1509.6,272.22,728.4,508.98,2018-12-01
"277",2019,1,"Gennaio",1,"Benzina",1490.13,268.71,728.4,493.02,2019-01-01
"278",2019,2,"Febbraio",1,"Benzina",1521.15,274.31,728.4,518.44,2019-02-01
"279",2019,3,"Marzo",1,"Benzina",1558.09,280.97,728.4,548.72,2019-03-01
"280",2019,4,"Aprile",1,"Benzina",1609.87,290.3,728.4,591.17,2019-04-01
"281",2019,5,"Maggio",1,"Benzina",1626.34,293.27,728.4,604.67,2019-05-01
"282",2019,6,"Giugno",1,"Benzina",1596.91,287.97,728.4,580.54,2019-06-01
"283",2019,7,"Luglio",1,"Benzina",1594.54,287.54,728.4,578.6,2019-07-01
"284",2019,8,"Agosto",1,"Benzina",1574.47,283.92,728.4,562.15,2019-08-01
"285",2019,9,"Settembre",1,"Benzina",1579.09,284.75,728.4,565.94,2019-09-01
"286",2019,10,"Ottobre",1,"Benzina",1576.79,284.34,728.4,564.05,2019-10-01
"287",2019,11,"Novembre",1,"Benzina",1575.67,284.14,728.4,563.13,2019-11-01
"288",2019,12,"Dicembre",1,"Benzina",1584.91,285.81,728.4,570.7,2019-12-01
"289",2020,1,"Gennaio",1,"Benzina",1586.42,286.08,728.4,571.94,2020-01-01
"290",2020,2,"Febbraio",1,"Benzina",1548.73,279.28,728.4,541.05,2020-02-01
"291",2020,3,"Marzo",1,"Benzina",1486.59,268.07,728.4,490.12,2020-03-01
"292",2020,4,"Aprile",1,"Benzina",1408.57,254.01,728.4,426.16,2020-04-01
"293",2020,5,"Maggio",1,"Benzina",1365.22,246.19,728.4,390.63,2020-05-01
"294",2020,6,"Giugno",1,"Benzina",1384.5,249.66,728.4,406.44,2020-06-01
"295",2020,7,"Luglio",1,"Benzina",1403.1,253.02,728.4,421.68,2020-07-01
"296",2020,8,"Agosto",1,"Benzina",1399.08,252.29,728.4,418.39,2020-08-01
"297",2020,9,"Settembre",1,"Benzina",1391.59,250.94,728.4,412.25,2020-09-01
"298",2020,10,"Ottobre",1,"Benzina",1387.57,250.22,728.4,408.95,2020-10-01
"299",2020,11,"Novembre",1,"Benzina",1390.59,250.76,728.4,411.43,2020-11-01
"300",2020,12,"Dicembre",1,"Benzina",1423.91,256.77,728.4,438.74,2020-12-01
"301",2021,1,"Gennaio",1,"Benzina",1465.48,264.27,728.4,472.81,2021-01-01
"302",2021,2,"Febbraio",1,"Benzina",1511.12,272.5,728.4,510.22,2021-02-01
"303",2021,3,"Marzo",1,"Benzina",1568.13,282.78,728.4,556.95,2021-03-01
"304",2021,4,"Aprile",1,"Benzina",1575.55,284.12,728.4,563.03,2021-04-01
"305",2021,5,"Maggio",1,"Benzina",1590.33,286.78,728.4,575.15,2021-05-01
"306",2021,6,"Giugno",1,"Benzina",1613.63,290.98,728.4,594.25,2021-06-01
"307",2021,7,"Luglio",1,"Benzina",1650.96,297.72,728.4,624.84,2021-07-01
"308",2021,8,"Agosto",1,"Benzina",1654.17,298.29,728.4,627.48,2021-08-01
"309",2021,9,"Settembre",1,"Benzina",1669.58,301.07,728.4,640.11,2021-09-01
"310",2021,10,"Ottobre",1,"Benzina",1730.8,312.11,728.4,690.29,2021-10-01
"311",2021,11,"Novembre",1,"Benzina",1746.52,314.94,728.4,703.18,2021-11-01
"312",2021,12,"Dicembre",1,"Benzina",1724.25,310.93,728.4,684.92,2021-12-01
"313",2022,1,"Gennaio",1,"Benzina",1764.74,318.23,728.4,718.11,2022-01-01
"314",2022,2,"Febbraio",1,"Benzina",1848.12,333.27,728.4,786.45,2022-02-01
"315",2022,3,"Marzo",1,"Benzina",2007.59,362.02,639.69,1005.88,2022-03-01
"316",2022,4,"Aprile",1,"Benzina",1769,319,478.4,971.6,2022-04-01
"317",2022,5,"Maggio",1,"Benzina",1851.27,333.83,478.4,1039.04,2022-05-01
"318",2022,6,"Giugno",1,"Benzina",2034.16,366.82,478.4,1188.94,2022-06-01
"319",2022,7,"Luglio",1,"Benzina",1968.31,354.94,478.4,1134.97,2022-07-01
"320",2022,8,"Agosto",1,"Benzina",1774.87,320.06,478.4,976.41,2022-08-01
"321",2022,9,"Settembre",1,"Benzina",1687.97,304.39,478.4,905.18,2022-09-01
