DATA_RILEVAZIONE,BENZINA,GASOLIO_AUTO,GPL,GASOLIO_RISCALDAMENTO,O.C._FLUIDO_BTZ,O.C._DENSO_BTZ
2016-12-19,508.39,504.78,332.6,571.39,542.01,371.58
2017-01-02,530.22,523.5,333.32,587.09,543.05,386.31
2017-01-09,542.12,534.16,344.53,587.67,566.61,399.8
2017-01-16,540.03,530.24,351.8,586.68,565.62,387.68
2017-01-23,537.79,527.95,354.47,572.69,540.93,375.66
2017-01-30,536.96,526.42,355.61,587.14,544.4,380.77
2017-02-06,538.81,528.17,363.62,587.45,559.79,376.44
2017-02-13,541.72,530.12,373.21,589.63,556.93,374.13
2017-02-20,546.3,532.35,377.54,587.12,555.32,366.85
2017-02-27,546.39,532.6,378.8,594.64,561.92,372.09
2017-03-06,546.35,533.08,376.72,587.41,556.74,367.17
2017-03-13,541.19,531.78,377.41,573.31,544.93,353.67
2017-03-20,533.08,524.87,377.23,561.72,538.97,343.95
2017-03-27,527.44,519.74,377.07,552.83,533.85,335.6
2017-04-03,523.3,516.21,374.96,560.66,534.98,353.23
2017-04-10,532.33,524.08,368.06,568.01,541.8,369.53
2017-04-24,549.7,538.74,365.45,562.45,540.65,353.55
2017-05-01,546.87,534.67,365.52,536.57,524.76,344.57
2017-05-08,533.62,523.34,363,535.09,526.54,338.58
2017-05-15,525.08,512.76,359.11,541.09,539.04,347.98
2017-05-22,521.76,510.47,358.12,544.72,540.47,350.15
2017-05-29,520.64,510.36,357.89,546.35,539.21,351.01
2017-06-05,516.99,506.12,356.98,533.6,521.25,340.18
2017-06-12,510.89,498.38,357.66,498.33,482.92,332.23
2017-06-19,503.51,491.54,359.3,504.46,520.67,319.92
2017-06-26,493.12,482.3,358.03,507.09,508.22,315.1
2017-07-03,492.08,478.77,359.43,509.86,519.85,321.4
2017-07-10,493.47,479.67,356.56,514.95,499.3,316.34
2017-07-17,490.72,476.63,355.09,513.43,507.6,315.68
2017-07-24,492.77,478.39,354.39,520.26,519.8,324.33
2017-07-31,496.35,482.15,354.74,524.91,520.36,326.99
2017-08-07,498.8,490.68,356.65,522.75,518.84,321.94
2017-08-14,499.89,492.23,359.36,518.68,520.21,323.08
2017-08-21,500.58,493.24,363.07,516.66,515.19,317.01
2017-08-28,500.53,492.35,363.01,519.22,518.05,321.35
2017-09-04,508.21,496.14,363.87,531.9,525.43,325.38
2017-09-11,520.3,504.62,374.17,538.55,527.63,328.25
2017-09-18,521.57,510.04,379.9,545.04,532.22,335.1
2017-09-25,518.76,508.21,380.6,552.39,534.36,339.18
2017-10-02,521.99,516.08,381.53,553.31,510.12,348.32
2017-10-09,522.23,517.66,386.03,552.43,529.79,350.14
2017-10-16,520.9,516.03,388.48,545.97,529.21,347.68
2017-10-23,520.6,520.68,395.18,545.44,499.48,347.87
2017-10-30,520.98,522.24,397.88,559.1,500.81,351.14
2017-11-06,528.08,531.58,398,565.72,509.52,369.12
2017-11-13,537.28,541.3,398.12,583.22,528.71,386.99
2017-11-20,540.29,544.33,398.7,581.91,521.92,369.94
2017-11-27,538.52,542.34,398.77,584.63,523.39,369.5
2017-12-04,538.68,543.03,399.56,583.93,521.64,368.35
2017-12-11,536.82,541.05,403.25,583.13,517.36,357.15
2017-12-18,541.53,546.82,407.17,587.82,511.59,365.13
2018-01-01,545.81,551.93,408.46,596.72,574.81,376.02
2018-01-08,551.53,559.39,408.14,605.7,579.83,389.91
2018-01-15,555.71,563.94,408.11,615.27,590.34,389.71
2018-01-22,559.61,568.27,408.04,609.8,584.08,382.35
2018-01-29,560.8,569.3,408.23,612.86,583.1,380.68
2018-02-05,561.29,569.15,402.7,601.37,576.2,376.16
2018-02-12,558.41,565.62,395.75,585.05,563.7,359.15
2018-02-19,544.94,550.19,390.87,568.83,560.61,352.8
2018-02-26,539.4,545.45,391.89,581.28,564.44,362.16
2018-03-05,541.17,550.35,391.46,581.79,564.53,351.33
2018-03-19,537.34,546.03,387.81,582.46,567.78,354.58
2018-03-26,539.7,548.85,384.88,594.63,574.83,358.71
2018-04-02,545.42,554.71,382.27,599.46,573.8,359.05
2018-04-09,547.22,556.79,382.07,605.76,577.72,368.93
2018-04-16,552.73,562.35,381.4,616.42,587.81,378.3
2018-04-23,561.21,571.3,382.19,624.22,595.18,385.24
2018-04-30,570.92,581.7,381.76,632.72,597.79,392.05
2018-05-07,577.01,587.73,381.39,631.98,605.43,397.42
2018-05-14,587.99,598.54,385.07,648.79,625.12,422.02
2018-05-21,602.12,613.35,392.56,663.53,642.42,443.97
2018-05-28,617.86,629.5,390.81,664.96,641.68,440.71
2018-06-04,622.96,635.64,392,662.89,641.1,440.17
2018-06-11,622.48,635.18,396.53,657.02,637.27,438.9
2018-06-18,620.18,632.4,402.48,655.39,633.76,431.94
2018-06-25,613.17,625.45,407.02,647.42,632.03,427.59
2018-07-02,609.5,621.58,406.69,654.66,635.51,437.52
2018-07-09,609.85,621.85,406.35,654.95,635.13,439.55
2018-07-16,609.63,621.08,406.22,646.98,631.82,434.62
2018-07-23,607.09,617.94,406.19,644.13,631.83,434.35
2018-07-30,605.78,616.49,405.96,650.77,636.85,440.51
2018-08-06,606.65,617.19,406.37,648.19,632.41,432.39
2018-08-13,607.09,616.92,408.03,648.26,631.61,429.13
2018-08-20,605.91,616.3,408.87,653.13,631.61,425.64
2018-08-27,606.83,617.73,409.85,658.59,638.58,435.08
2018-09-03,610.67,622.91,410.07,665.03,642.16,439.98
2018-09-10,617.95,632.17,420.59,663.65,640.73,431.76
2018-09-17,618.07,632.94,421.19,667.06,640.72,435.33
2018-09-24,617.34,632.53,418.76,666.36,640.88,438.64
2018-10-01,619.3,635.39,419.44,681.45,652.23,457.24
2018-10-08,630.27,651.77,429.87,697.99,679.91,493.56
2018-10-15,636.4,665.81,435.15,695.25,669.2,469.89
2018-10-22,633.25,667.14,435.88,695.22,666.86,468.42
2018-10-29,628.73,665.64,436.6,685.95,659.07,474.92
2018-11-05,623.45,663.12,436.1,675.78,652.44,461.61
2018-11-12,613.29,656.68,430.77,673.4,647.17,452.78
2018-11-19,598.95,648.01,428.48,661.22,637.21,435.39
2018-11-26,579.54,633.87,426.53,641.98,623.85,398.29
2018-12-03,554.63,613.32,424.03,621.51,617.12,389.81
2018-12-10,528.57,591.35,405.04,618.69,614.42,385.65
2018-12-17,517.8,580.11,397.9,618.63,606.77,385.43
2019-01-07,489.63,553.81,392.65,633.01,637.2,398.94
2019-01-14,486.8,551.46,391.8,637.27,636.19,411.72
2019-01-21,494.21,559.88,391.22,647.67,649.87,417.17
2019-01-28,496.6,563.49,390.53,653.1,652.6,422.39
2019-02-04,500.6,567.53,389.8,645.15,604.98,430.17
2019-02-11,507.86,572.5,392.03,648.52,621.24,434.17
2019-02-18,515.67,580.9,392.54,661.31,624.61,449.94
2019-02-25,529.53,595.59,391.79,667.59,624.89,457.49
2019-03-04,535.8,601.35,391.89,667.05,626.43,452.61
2019-03-11,541.04,606.51,390,670.62,631.07,455.86
2019-03-18,545.4,609.14,389.89,671.18,616.07,464.05
2019-03-25,552.6,609.8,390.46,668.38,614.52,458.83
2019-04-01,561.4,610.23,390.76,669.6,614.34,459.39
2019-04-08,573.73,611.42,388.73,675.93,616.8,465.17
2019-04-15,586.88,616.62,388.17,681.84,618.89,464.94
2019-04-22,595.56,621.53,388.58,685.14,618.71,463.61
2019-04-29,604.28,628.26,390.46,693.07,628.43,479.61
2019-05-06,605.87,627.74,381.43,691.27,623.98,472.83
2019-05-13,604.24,627.13,387.42,687.57,620.43,463.61
2019-05-20,602.89,626.66,386.87,698.02,628.25,470.5
2019-05-27,608.6,632.3,387.48,682.09,613.71,463.83
2019-06-03,601.03,623.88,387.07,673.11,609.71,466.83
2019-06-10,587.95,609.99,377.53,644.88,582.25,453.86
2019-06-17,579.62,601.26,375.23,642.52,593.16,434.74
2019-06-24,574.89,596.28,373.86,647.91,599.43,446.99
2019-07-01,573.86,594.77,373.35,651.91,608.8,466.11
2019-07-08,575.22,596.45,364.45,655.69,606.34,465.11
2019-07-15,580.41,599.38,361.35,670.65,618.98,481.99
2019-07-22,583.02,601.46,361.01,662.92,603.07,453.61
2019-07-29,576.53,594.31,359.61,665.47,608.07,455.05
2019-08-05,576.8,594.72,355.91,666.09,608.98,453.28
2019-08-12,566.62,585,349.66,654.26,595.43,427.17
2019-08-19,559.96,578.34,352.52,654.22,594.16,424.17
2019-08-26,557.39,576.73,350.43,657.82,593.07,434.72
2019-09-02,555.26,575.22,349.52,653.49,582.71,422.18
2019-09-09,554.54,575.21,347.34,666.93,595.98,425.83
2019-09-16,558.9,581.9,346.23,673.72,604.16,425.5
2019-09-23,574.62,598.25,346.03,682.62,618.98,438.39
2019-09-30,576.45,600.36,344.85,677.7,616.34,445.83
2019-10-07,571.2,595,350.78,667.78,615.16,447.94
2019-10-14,565.92,589.94,353.47,667.49,615.34,448.5
2019-10-21,562.12,587.47,353.37,669.59,614.8,436.72
2019-10-28,560.03,585.82,352.81,674.01,619.61,445.39
2019-11-04,560.46,586.89,353.06,670.65,614.71,444.39
2019-11-11,561.54,587.76,353.01,673.22,619.8,450.61
2019-11-18,561.61,587.51,352.15,677.18,618.16,448.05
2019-11-25,563.81,587.71,352.12,676.09,620.52,453.83
2019-12-02,567.32,592.7,355.16,681.31,620.89,453.94
2019-12-09,567.03,592.5,357.11,680.28,629.07,468.5
2019-12-16,565.05,591.1,357.93,681.59,632.25,479.05
2020-01-06,574.99,603.26,370.57,690.38,649.16,507.61
2020-01-13,577.96,606.67,378.87,689.77,661.25,542.94
2020-01-20,572.51,602.74,380.49,678.49,649.98,522.39
2020-01-27,572.53,597.62,380.61,665.32,642.61,503.28
2020-02-03,558.89,586.67,380.31,657.39,634.52,482.61
2020-02-10,545.93,571.67,373.96,651.82,610.11,456.61
2020-02-17,539.75,564.04,372.21,650.74,606.55,464.49
2020-02-24,538.4,562.45,369.93,654.46,609.69,464.61
2020-03-02,534.02,556.5,367.41,619.45,571.1,414.36
2020-03-09,519.4,541.78,361.83,616.63,573.49,412.49
2020-03-16,498.31,521.15,358.14,554.87,523.41,339.74
2020-03-23,482.64,504.3,357.32,531.68,477.21,291.11
2020-03-30,465.49,487.36,357.6,545.3,483.91,270.99
2020-04-06,449.31,471.14,350.53,514.09,458.11,255.61
2020-04-13,437.4,460.96,345.89,519.42,464.23,273.24
2020-04-20,428.37,453.44,345.54,491.87,450.68,263.74
2020-04-27,412.26,437.57,343.69,466.81,393.66,247.36
2020-05-04,398.06,421.25,342.64,458.64,411.26,251.74
2020-05-11,388,409.48,340.7,470.71,418.21,273.36
2020-05-18,383.69,405.05,339.45,473.78,443.61,281.24
2020-05-25,391.9,412.41,338.98,488.5,468.21,322.05
2020-06-01,395.76,416.08,338.74,489.97,467.71,318.61
2020-06-08,395.38,415.71,338.96,500.42,479.02,334.83
2020-06-15,400.92,420.71,339.16,492.52,475.22,335.61
2020-06-22,407.16,426.08,339.24,506.86,482.58,346.39
2020-06-29,418.47,436.31,339.87,508.59,479.69,344.28
2020-07-06,419.82,438.17,339.44,519.04,484.23,353.61
2020-07-13,422.26,440.24,339.78,519.65,483.99,354.17
2020-07-20,422.91,440.66,339.87,520.94,473.66,333.83
2020-07-27,422.06,439.76,339.93,521,472.33,332.94
2020-08-03,420.5,438.62,339.92,513.42,467.21,326.94
2020-08-10,417.22,435.32,339.58,515.44,465.64,331.5
2020-08-17,417.69,435.51,339.84,514.59,466.63,332.39
2020-08-24,418.88,436.34,341.14,511.37,465.06,330.5
2020-08-31,419.21,436.03,340.1,507.41,462.91,331.39
2020-09-07,417.9,433.12,339.16,497.72,454.81,319.61
2020-09-14,412.62,427.09,339.08,487.07,446.96,312.61
2020-09-21,409.88,421.46,338.55,490.61,453.57,324.5
2020-09-28,410.57,419.44,338.18,485.46,449.2,322.17
2020-10-05,409.5,417.59,337.72,487.92,451.34,322.72
2020-10-12,409.82,416.21,337.78,489.21,460.27,336.94
2020-10-19,410.24,415.78,338.26,489.36,461.92,337.83
2020-10-26,409.08,414.17,337.89,486.43,460.76,336.5
2020-11-02,405.93,411.1,337.61,473.67,448.78,323.5
2020-11-09,401.39,406.14,338.35,475.89,449.2,333.17
2020-11-16,407.22,411.53,339.2,489.65,460.51,348.72
2020-11-23,413.6,418.76,342.12,496.14,462.33,348.05
2020-11-30,422.11,427.89,347.31,513.15,481.75,360.83
2020-12-07,426.8,434.89,349.87,521.09,484.48,362.05
2020-12-14,429.4,438.59,352.39,525.36,492.25,370.61
2020-12-21,441.75,451.71,358.2,532.36,500.11,376.05
2020-12-28,447.07,457.84,362.18,531.04,495.97,379.5
2021-01-04,453.16,463.78,363.98,535.02,495.14,376.83
2021-01-11,460.18,468.65,368.22,541.58,508.21,388.94
2021-01-18,473.22,480.51,371.71,552.68,523.99,403.61
2021-01-25,481.57,486.25,374.09,552.21,535.06,407.72
2021-02-01,484.71,489.62,374.95,557.3,530.84,401.72
2021-02-08,492.01,497.89,377.66,567.69,546.13,428.83
2021-02-15,501.46,507.96,378.8,579.28,553.66,449.05
2021-02-22,516.31,522.69,381.74,596.59,560.27,462.72
2021-03-01,531.09,537.07,384.6,610.17,565.56,477.05
2021-03-08,541.8,547.51,389.08,608.82,567.87,492.72
2021-03-15,555.33,559.71,392.39,623.43,570.02,492.17
2021-03-22,565.67,567.01,394.16,614.15,556.05,474.83
2021-03-29,562.87,563.17,396.04,611.28,548.86,465.17
2021-04-05,561.94,560.58,396.65,612.95,551.51,472.05
2021-04-12,561.37,558.98,396.7,610.81,550.43,466.17
2021-04-19,562.13,559.37,396.05,612.22,571.26,479.17
2021-04-26,564.23,560.96,396.33,611.31,562.5,470.72
2021-05-03,565.81,561.97,397.71,614.32,566.05,474.39
2021-05-10,573.09,568.83,397.58,619.18,571.67,476.94
2021-05-17,577.4,573.3,397.69,618.89,566.21,469.5
2021-05-24,576.85,572.21,395.12,617.95,555.31,459.28
2021-05-31,574.9,569.48,394.94,621.55,556.21,463.28
2021-06-07,582.29,577.32,395.7,629.08,562.91,476.72
2021-06-14,587.55,583.26,397.16,637.04,565.72,479.5
2021-06-21,594.94,590.92,399.08,645.21,577.62,490.83
2021-06-28,603.25,600.44,399.25,647.72,584.4,498.83
2021-07-05,611.22,607.63,402.25,655.36,590.76,509.05
2021-07-12,623.73,618.59,405.23,656.39,595.89,502.5
2021-07-19,628.37,622.63,413.09,660.96,589.69,507.5
2021-07-26,627,620.77,414.88,657.13,588.86,501.05
2021-08-02,628.59,620.44,415,660.55,592.25,508.39
2021-08-09,630.13,620.29,420.16,654.9,582.91,494.61
2021-08-16,629.11,618.46,422.69,652.49,583.57,498.5
2021-08-23,626.02,614.92,424.04,643.54,571.26,479.72
2021-08-30,624.25,612.08,423.53,654.93,584.15,499.83
2021-09-06,628.31,615.47,427.39,659.96,593.16,515.28
2021-09-13,633.97,620.35,434.12,657.45,593,514.05
2021-09-20,641,625.75,434.71,669.27,603.41,524.83
2021-09-27,645.67,631.35,436.87,684.55,625.64,534.5
2021-10-04,654.3,642.21,440.8,708.56,639.77,559.39
2021-10-11,675.76,667.13,494.6,723.87,645.72,572.83
2021-10-18,692.78,688.49,523,747.58,661.51,584.5
2021-10-25,702.62,700.55,529.49,749.77,670.19,585.83
2021-11-01,705.41,704.8,533.21,749.77,667.79,582.39
2021-11-08,706.65,705.42,535.01,741.2,663.32,571.83
2021-11-15,705.67,704.67,536.28,749.66,667.12,583.05
2021-11-22,703.46,703.35,537.38,743.01,664.31,580.72
2021-11-29,700.09,700.21,537.43,746.32,673.08,592.05
2021-12-06,692.01,692.23,532.35,717.95,647.79,548.05
2021-12-13,685.82,686.18,526.63,731.77,649.85,564.5
2021-12-20,683.45,683.53,524.17,734.7,649.2,560.83
2021-12-27,681.1,682.04,524.34,739.5,649.44,563.39
2022-01-03,683.94,684.17,523.48,739.21,657.21,575.5
2022-01-10,692.42,692.44,524.05,762.89,667.04,590.5
2022-01-17,709.56,710.67,522.5,774.51,674.98,595.5
2022-01-24,729.5,732.71,522.17,798.43,681.42,626.72
2022-01-31,744.32,749.23,522.71,809.81,696.96,633.83
2022-02-07,762.85,768.33,522.98,826.36,721.42,644.39
2022-02-14,775.91,782.76,522.01,833.54,724.57,647.17
2022-02-21,787.94,794.37,522.25,838.72,729.85,653.5
2022-02-28,803.45,809.21,522.68,879.28,760.43,694.39
2022-03-07,872.53,882.05,552.36,1003.28,841.67,796.39
2022-03-14,1062.24,1148.69,566.39,1089.25,895.06,826.28
2022-03-21,1023.4,1124.04,571.43,1065.15,885.31,750.83
2022-03-28,1054.75,1155.45,590.99,1106.53,898.86,804.28
2022-04-04,991.04,1098.31,579.63,1038.36,884.9,767.05
2022-04-11,968.62,1075.68,585.86,1020.92,865.22,734.5
2022-04-18,961.96,1067.62,587.21,1060.53,883.99,755.94
2022-04-25,969.37,1081.3,588.48,1066.32,887.95,758.61
2022-05-02,979.21,1100.73,592.01,1104.44,905.39,773.39
2022-05-09,1003.79,1133.09,586.24,1094.98,895.97,769.72
2022-05-16,1015.98,1130.93,583.42,1079.51,895.14,764.5
2022-05-23,1056.94,1124.36,581.59,1060.51,914.98,770.5
2022-05-30,1067.06,1118.49,580.62,1088.01,928.86,783.17
2022-06-06,1112.21,1150.24,580.09,1153.93,957.21,807.39
2022-06-13,1172.63,1218.89,579.72,1202.1,978.86,827.17
2022-06-20,1212.98,1276.9,579.66,1229.09,988.53,801.05
2022-06-27,1221.58,1299.67,579.58,1245.63,988.11,774.61
2022-07-04,1214.26,1290.41,578.98,1213.53,950.76,786.61
2022-07-11,1184.26,1256.89,577.23,1202.21,980.68,768.05
2022-07-18,1151.69,1223.49,576.13,1192.69,924.73,740.05
2022-07-25,1109.7,1185.44,574.63,1143.51,923.16,760.17
2022-08-01,1060.25,1150.35,572.25,1141.13,933.91,760.28
2022-08-08,1022.09,1117.26,562.66,1055.72,917.89,731.94
2022-08-15,972.6,1072.38,555.63,1031.99,949.77,744.83
2022-08-22,955.46,1062.44,559.49,1067.17,935.81,737.94
2022-08-29,965.44,1115.13,553.9,1130.16,964.65,769.83
2022-09-05,953.22,1139.49,557.17,1123.31,937.89,728.17
2022-09-12,933.26,1130.79,557.38,1092.72,919.61,708.28
2022-09-19,908.07,1110.54,555.77,1048.77,911.34,703.17
2022-09-26,879.08,1076.64,554.79,1063.49,914.48,708.83
2022-10-03,859.97,1057.46,552.56,1065.99,910.11,707.05
2022-10-10,882.08,1098.98,551.08,1150.04,948.11,732.83
2022-10-17,913.07,1175.77,550.14,1163.22,954.81,719.5
2022-10-24,907.86,1173.65,544.84,1139.59,946.71,704.72
